DATE,TEMP,PRICE,SALES,COUPON,HOLIDAY
4/17/16,71,4.99,539,1,0
11/1/2015,64.2,5.99,260,0,0
10/12/2011,59,5.99,90,0,0
1/20/17,48.9,5.99,240,0,0
2/25/13,49,5.99,178,0,0
7/6/2012,63,5.99,180,0,0
10/28/13,55.9,5.99,183,0,0
2/21/11,45.95,5.99,126,0,1
4/18/14,57,5.99,154,0,0
11/2/2015,57.2,5.99,219,0,0
10/13/11,69.55,5.99,118,0,0
10/29/13,55.9,5.99,137,0,0
7/7/2012,65.9,5.99,134,0,0
12/7/2014,53.6,5.99,260,0,0
2/26/13,50.55,5.99,152,0,0
2/22/11,47.45,5.99,147,0,0
11/3/2015,51.8,5.99,213,0,0
4/18/16,69.1,4.99,470,1,0
1/21/17,51.1,5.99,338,0,0
7/8/2012,59,5.99,186,0,0
4/19/14,57.2,5.99,152,0,0
10/14/11,71.35,5.99,112,0,0
10/30/13,54,5.99,168,0,0
2/27/13,52.1,5.99,136,0,0
2/23/11,46.65,5.99,117,0,0
11/4/2015,55.9,5.99,198,0,0
12/8/2014,59,5.99,205,0,0
7/9/2012,60.9,5.99,148,0,0
10/15/11,64.4,5.99,120,0,0
2/24/11,48,5.99,93,0,0
2/28/13,52.55,5.99,135,0,0
10/31/13,56.9,5.99,133,0,0
1/22/17,50,5.99,330,0,0
4/19/16,65.9,4.99,387,1,0
4/21/14,57.9,5.99,222,0,0
7/10/2012,64,5.99,145,0,0
11/5/2015,54.5,5.99,171,0,0
2/25/11,48,5.99,127,0,0
10/16/11,64,5.99,161,0,0
3/1/2013,48.9,5.99,137,0,0
11/1/2013,57,5.99,135,0,0
12/9/2014,57,5.99,218,0,0
7/11/2012,69,5.99,121,0,0
11/6/2015,53.5,5.99,199,0,0
1/23/17,46.9,5.99,345,0,0
4/22/14,56,5.99,200,0,0
2/26/11,42.1,5.99,127,0,0
4/20/16,64.45,4.99,337,1,0
11/2/2013,55.9,5.99,204,0,0
10/17/11,68,5.99,130,0,0
3/2/2013,57.9,5.99,210,0,0
7/12/2012,64.9,5.99,153,0,0
11/7/2015,53.1,5.99,259,0,0
2/27/11,46.9,5.99,191,0,0
12/10/2014,56.45,5.99,244,0,0
11/3/2013,54.5,5.99,247,0,0
10/18/11,63.05,5.99,125,0,0
3/3/2013,53.8,5.99,266,0,0
7/13/12,61.1,5.99,146,0,0
11/8/2015,56.45,5.99,283,0,0
1/24/17,44,5.99,294,0,0
4/23/14,56.45,5.99,176,0,0
2/28/11,47.45,5.99,126,0,0
4/21/16,63,4.99,431,1,0
11/4/2013,54.5,5.99,200,0,0
10/19/11,61,5.99,110,0,0
3/4/2013,50,5.99,207,0,0
7/14/12,60.45,5.99,149,0,0
11/9/2015,50.55,5.99,289,0,0
12/11/2014,57.2,5.99,97,0,0
11/5/2013,59,5.99,153,0,0
3/1/2011,52.55,5.99,102,0,0
10/20/11,59,5.99,121,0,0
7/15/12,61.45,5.99,171,0,0
3/5/2013,50,5.99,172,0,0
1/25/17,46.2,5.99,294,0,0
4/24/14,59,5.99,159,0,0
4/22/16,58.45,4.99,421,1,0
11/6/2013,60.55,5.99,185,0,0
11/10/2015,49.45,5.99,266,0,0
3/2/2011,55,5.99,117,0,0
7/16/12,61,5.99,181,0,0
10/21/11,59,5.99,105,0,0
3/6/2013,50,5.99,150,0,0
12/12/2014,50,5.99,200,0,0
11/7/2013,57.45,5.99,153,0,0
3/3/2011,54,5.99,88,0,0
11/11/2015,51.55,5.99,232,0,1
1/26/17,46.45,5.99,239,0,0
7/17/12,62.1,5.99,129,0,0
10/22/11,65.45,5.99,122,0,0
4/25/14,55,5.99,140,0,0
4/23/16,56.45,4.99,446,1,0
11/8/2013,53.6,5.99,171,0,0
3/7/2013,48.1,5.99,168,0,0
11/12/2015,51.1,5.99,152,0,0
12/13/14,48.1,5.99,215,0,0
3/8/2013,48,5.99,182,0,0
10/23/11,69.55,5.99,181,0,0
3/4/2011,55,5.99,82,0,0
11/9/2013,55.45,5.99,236,0,0
7/18/12,62.1,5.99,120,0,0
1/27/17,47,5.99,245,0,0
4/24/16,55.9,4.99,506,1,0
4/26/14,53.1,5.99,172,0,0
11/13/15,51.55,5.99,195,0,0
3/5/2011,55.9,5.99,106,0,0
10/24/11,61.55,5.99,146,0,0
7/19/12,60.9,5.99,103,0,0
11/10/2013,48.9,5.99,248,0,0
3/9/2013,51.1,5.99,233,0,0
11/14/15,52,5.99,224,0,0
12/14/14,53.1,5.99,247,0,0
1/28/17,47.45,5.99,222,0,0
4/27/14,54.95,5.99,253,0,0
3/6/2011,55.9,5.99,195,0,0
7/20/12,66,5.99,121,0,0
4/25/16,55,4.99,452,1,0
11/11/2013,59,5.99,188,0,1
3/10/2013,53.1,5.99,247,0,0
10/25/11,57.9,5.99,105,0,0
11/15/15,53.1,5.99,246,0,0
3/7/2011,53.1,5.99,152,0,0
11/12/2013,59.55,5.99,160,0,0
7/21/12,69.55,5.99,145,0,0
10/26/11,53.6,5.99,107,0,0
3/11/2013,52,5.99,210,0,0
11/16/15,50.55,5.99,280,0,0
12/15/14,51.1,5.99,210,0,0
1/29/17,48.45,5.99,318,0,0
4/28/14,59.55,5.99,193,0,0
3/8/2011,53.1,5.99,104,0,0
4/26/16,55,4.99,360,1,0
7/22/12,68.45,5.99,189,0,0
11/13/13,55.4,5.99,164,0,0
11/17/15,53.55,5.99,219,0,0
10/27/11,59.55,5.99,101,0,0
3/12/2013,52,5.99,173,0,0
3/9/2011,54,5.99,84,0,0
11/14/13,53.6,5.99,173,0,0
7/23/12,66,5.99,181,0,0
11/18/15,55,5.99,151,0,0
4/29/14,70,5.99,129,0,0
1/30/17,50,5.99,270,0,0
12/16/14,51.8,5.99,192,0,0
10/28/11,59.55,5.99,100,0,0
3/10/2011,54.5,5.99,140,0,0
4/27/16,57,4.99,318,1,0
3/13/13,53.1,5.99,131,0,0
7/24/12,63.95,5.99,139,0,0
11/15/13,52,5.99,136,0,0
11/19/15,57,5.99,158,0,0
3/11/2011,52,5.99,134,0,0
10/29/11,59,5.99,127,0,0
3/14/13,55.45,5.99,152,0,0
7/25/12,63.05,5.99,123,0,0
11/16/13,54,5.99,186,0,0
1/31/17,50.55,5.99,258,0,0
12/17/14,51.1,5.99,196,0,0
4/30/14,73,5.99,117,0,0
11/20/15,56.45,5.99,197,0,0
10/30/11,61.55,5.99,185,0,0
7/26/12,60.45,5.99,117,0,0
11/17/13,51.1,5.99,246,0,0
4/28/16,55.45,4.99,362,1,0
3/12/2011,53.1,5.99,149,0,0
3/15/13,54.5,5.99,137,0,0
10/31/11,60.8,5.99,135,0,0
11/21/15,51.1,5.99,203,0,0
7/27/12,61,5.99,95,0,0
3/13/11,59,5.99,175,0,0
12/18/14,54,5.99,166,0,0
3/16/13,53.6,5.99,161,0,0
11/18/13,53.1,5.99,202,0,0
2/1/2017,55.9,5.99,240,0,0
5/1/2014,72.05,5.99,146,0,0
11/22/15,57,5.99,234,0,0
4/29/16,56.45,4.99,397,1,0
3/14/11,59,5.99,166,0,0
11/19/13,56.45,5.99,134,0,0
3/17/13,52.55,5.99,225,0,0
7/28/12,60.1,5.99,132,0,0
11/1/2011,63.5,5.99,139,0,0
12/19/14,55,5.99,161,0,0
2/2/2017,59,5.99,289,0,0
5/2/2014,64.9,5.99,166,0,0
11/23/15,53.1,5.99,235,0,0
7/29/12,60.1,5.99,174,0,0
3/15/11,60.8,5.99,114,0,0
11/2/2011,60.9,5.99,101,0,0
11/20/13,55.9,5.99,140,0,0
3/18/13,53.1,5.99,171,0,0
4/30/16,66,4.99,462,1,0
11/24/15,50.55,5.99,245,0,0
7/30/12,66.9,5.99,291,0,0
3/16/11,55.4,5.99,111,0,0
2/3/2017,59,5.99,249,0,0
5/3/2014,57.45,5.99,175,0,0
11/21/13,53.1,5.99,138,0,0
12/20/14,57.2,5.99,205,0,0
11/3/2011,52.1,5.99,110,0,0
3/19/13,53.1,5.99,135,0,0
11/25/15,45,5.99,297,0,0
7/31/12,66.9,5.99,300,0,0
3/17/11,50,5.99,109,0,0
11/22/13,53.1,5.99,143,0,0
11/4/2011,48.9,5.99,131,0,0
5/1/2016,66.45,4.99,534,1,0
3/20/13,55.9,5.99,177,0,0
11/26/15,,,,,1
12/21/14,59,5.99,233,0,0
2/4/2017,55.45,5.99,346,0,0
5/4/2014,57,5.99,205,0,0
8/1/2012,64.65,5.99,243,0,0
11/23/13,53,5.99,186,0,0
3/18/11,48.2,5.99,137,0,0
11/5/2011,51.6,5.99,156,0,0
11/27/15,45.05,5.99,149,0,0
3/21/13,52.1,5.99,145,0,0
8/2/2012,63.5,5.99,306,0,0
3/19/11,48.75,5.99,158,0,0
11/24/13,51,5.99,190,0,0
5/2/2016,59,5.99,220,0,0
11/6/2011,51.1,5.99,187,0,0
11/28/15,42.55,5.99,183,0,0
3/22/13,53.1,5.99,114,0,0
2/5/2017,54,5.99,318,0,0
3/20/11,50,5.99,178,0,0
5/5/2014,57.2,5.99,233,0,0
11/25/13,51.55,5.99,162,0,0
12/22/14,57.9,5.99,254,0,0
8/3/2012,62,5.99,140,0,0
11/7/2011,50,5.99,131,0,0
11/29/15,43.55,5.99,232,0,0
11/26/13,52,5.99,220,0,0
3/23/13,52.55,5.99,164,0,0
8/4/2012,62.1,5.99,150,0,0
3/21/11,48,5.99,150,0,0
11/8/2011,50,5.99,103,0,0
5/3/2016,61,5.99,187,0,0
11/30/15,48,5.99,233,0,0
2/6/2017,57,5.99,318,0,0
5/6/2014,59.45,5.99,170,0,0
12/23/14,53.1,5.99,192,0,0
11/27/13,53.55,5.99,201,0,0
3/24/13,52.1,5.99,222,0,0
8/5/2012,62.6,5.99,212,0,0
3/22/11,52,5.99,80,0,0
11/28/13,,,,,1
12/1/2015,48.45,5.99,182,0,0
11/9/2011,51.55,5.99,106,0,0
8/6/2012,63,5.99,142,0,0
5/4/2016,60.1,5.99,195,0,0
3/23/11,50.7,5.99,130,0,0
3/25/13,51.1,5.99,163,0,0
11/29/13,53.55,5.99,129,0,0
2/7/2017,62.1,5.99,286,0,0
5/7/2014,55,5.99,172,0,0
12/24/14,48.9,5.99,141,0,0
12/2/2015,50,5.99,199,0,0
11/10/2011,54.5,5.99,119,0,0
3/24/11,48.2,5.99,107,0,0
8/7/2012,64,5.99,145,0,0
11/30/13,52.1,5.99,146,0,0
3/26/13,52,5.99,146,0,0
12/25/14,,,,,1
5/5/2016,61,5.99,187,0,0
11/11/2011,54.7,5.99,111,0,1
2/8/2017,63,5.99,277,0,0
5/8/2014,62.6,5.99,179,0,0
8/8/2012,66.45,5.99,149,0,0
12/3/2015,54,5.99,173,0,0
3/25/11,52,5.99,126,0,0
12/1/2013,53.1,5.99,187,0,0
3/27/13,57,5.99,154,0,0
8/9/2012,67.45,5.99,117,0,0
11/12/2011,53.1,5.99,156,0,0
12/26/14,46.9,5.99,177,0,0
12/4/2015,49.45,5.99,185,0,0
3/26/11,51.2,5.99,162,0,0
12/2/2013,53.6,5.99,148,0,0
3/28/13,59,5.99,121,0,0
5/9/2014,59,5.99,162,0,0
5/6/2016,57.9,5.99,251,0,0
8/10/2012,66,5.99,132,0,0
2/9/2017,61.55,5.99,232,0,0
11/13/11,53.1,5.99,164,0,0
12/27/14,43.1,5.99,136,0,0
3/29/13,59.55,5.99,180,0,0
12/5/2015,52,5.99,239,0,0
8/11/2012,62.6,5.99,124,0,0
3/27/11,51.8,5.99,205,0,0
12/3/2013,52,5.99,140,0,0
5/10/2014,57.45,5.99,193,0,0
2/10/2017,57,5.99,286,0,0
11/14/11,51.8,5.99,126,0,0
5/7/2016,60.45,5.99,270,0,0
12/6/2015,59,5.99,246,0,0
8/12/2012,64.9,5.99,134,0,0
3/30/13,58.45,5.99,199,0,0
12/4/2013,42.1,5.99,158,0,0
3/28/11,51.8,5.99,135,0,0
11/15/11,54,5.99,116,0,0
12/28/14,46.9,5.99,138,0,0
2/11/2017,50.55,5.99,356,0,0
3/31/13,,,,,1
5/11/2014,64,5.99,164,0,0
12/7/2015,55.4,5.99,223,0,0
8/13/12,69.1,5.99,146,0,0
3/29/11,55.45,5.99,126,0,0
11/16/11,53.55,5.99,100,0,0
12/5/2013,38.9,5.99,185,0,0
5/8/2016,57.9,5.99,177,0,0
4/1/2013,57,5.99,339,0,1
8/14/12,66.45,5.99,121,0,0
12/6/2013,47.45,5.99,144,0,0
12/8/2015,58,5.99,211,0,0
11/17/11,54.5,5.99,96,0,0
3/30/11,63,5.99,96,0,0
2/12/2017,51.55,5.99,449,0,0
12/29/14,46.4,5.99,180,0,0
5/12/2014,68,5.99,221,0,0
5/9/2016,57,5.99,189,0,0
12/7/2013,44.55,5.99,215,0,0
8/15/12,63,5.99,126,0,0
3/31/11,66,5.99,85,0,1
4/2/2013,54,5.99,345,0,0
12/9/2015,59,5.99,154,0,0
11/18/11,53.1,5.99,126,0,0
2/13/17,46,5.99,378,0,0
12/8/2013,35.1,5.99,263,0,0
4/1/2011,64.05,5.99,114,0,0
8/16/12,62.55,5.99,161,0,0
5/13/14,75,5.99,184,0,0
12/30/14,45.5,5.99,255,0,0
11/19/11,49.45,5.99,151,0,0
12/10/2015,59,5.99,178,0,0
4/3/2013,55,5.99,308,0,0
5/10/2016,59,5.99,208,0,0
8/17/12,63,5.99,140,0,0
4/2/2011,57,5.99,154,0,0
12/9/2013,37,5.99,224,0,0
11/20/11,50.55,5.99,184,0,0
4/4/2013,57.9,5.99,337,0,0
12/11/2015,52,5.99,187,0,0
12/10/2013,40.45,5.99,198,0,0
4/3/2011,55.9,5.99,192,0,0
8/18/12,63.95,5.99,175,0,0
2/14/17,56.45,5.99,245,0,0
12/31/14,43,5.99,178,0,0
5/14/14,77,5.99,154,0,0
11/21/11,46.9,5.99,171,0,0
5/11/2016,59,5.99,156,0,0
4/5/2013,57.9,5.99,136,0,0
12/12/2015,51,5.99,230,0,0
12/11/2013,42.55,5.99,182,0,0
4/4/2011,61,5.99,156,0,0
8/19/12,61.1,5.99,214,0,0
11/22/11,51,5.99,145,0,0
1/1/2015,,,,,1
4/6/2013,55.9,5.99,205,0,0
12/13/15,52,5.99,252,0,0
5/15/14,70,5.99,139,0,0
2/15/17,60.55,5.99,284,0,1
4/5/2011,56,5.99,137,0,0
8/20/12,60.45,5.99,167,0,0
12/12/2013,44.55,5.99,90,0,0
5/12/2016,57.9,5.99,173,0,0
11/23/11,55,5.99,70,0,0
4/7/2013,53.8,5.99,212,0,0
11/24/11,,,,,1
12/14/15,47.9,5.99,217,0,0
4/6/2011,52,5.99,112,0,0
12/13/13,46,5.99,163,0,0
1/2/2015,40.1,5.99,178,0,0
8/21/12,61,5.99,149,0,0
5/16/14,64,5.99,133,0,0
11/25/11,51.1,5.99,96,0,0
4/8/2013,53.1,5.99,183,0,0
2/16/17,59,5.99,296,0,0
12/15/15,47,5.99,189,0,0
4/7/2011,49.1,5.99,154,0,0
5/13/16,59,5.99,196,0,0
12/14/13,45.5,5.99,186,0,0
8/22/12,59.55,5.99,142,0,0
1/3/2015,42.55,5.99,222,0,0
4/9/2013,60,5.99,184,0,0
12/16/15,47,5.99,218,0,0
11/26/11,51.1,5.99,103,0,0
4/8/2011,46.4,5.99,136,0,0
8/23/12,61,5.99,104,0,0
12/15/13,46.9,5.99,232,0,0
5/17/14,62.1,5.99,190,0,0
2/17/17,55.9,5.99,253,0,0
4/10/2013,63.05,5.99,148,0,0
12/17/15,49.45,5.99,188,0,0
4/9/2011,51.1,5.99,156,0,0
11/27/11,46.4,5.99,171,0,0
5/14/16,62.55,5.99,204,0,0
12/16/13,50,5.99,213,0,0
8/24/12,62.1,5.99,116,0,0
1/4/2015,44.55,5.99,283,0,0
5/18/14,61.55,5.99,221,0,0
12/18/15,53.1,5.99,197,0,0
4/11/2013,55.45,5.99,182,0,0
11/28/11,48.2,5.99,119,0,0
8/25/12,59.55,5.99,154,0,0
4/10/2011,52,5.99,177,0,0
12/17/13,52,5.99,193,0,0
2/18/17,52,5.99,374,0,0
4/12/2013,54.05,5.99,184,0,0
12/19/15,52,5.99,181,0,0
5/15/16,61,5.99,266,0,0
8/26/12,62.1,5.99,211,0,0
4/11/2011,52.1,5.99,135,0,0
12/18/13,49.45,5.99,148,0,0
11/29/11,46.4,5.99,113,0,0
1/5/2015,47.45,5.99,193,0,0
5/19/14,59,5.99,190,0,0
2/19/17,53.55,5.99,337,0,0
4/13/13,54,5.99,179,0,0
4/12/2011,48.55,5.99,135,0,0
12/20/15,51,5.99,317,0,0
11/30/11,49.65,5.99,105,0,0
8/27/12,62.4,5.99,157,0,0
12/19/13,48,5.99,160,0,0
5/16/16,61,5.99,233,0,0
4/13/11,50.55,5.99,117,0,0
4/14/13,54,5.99,210,0,0
1/6/2015,48.45,5.99,181,0,0
5/20/14,57.45,5.99,162,0,0
12/21/15,57.9,5.99,250,0,0
2/20/17,55.9,5.99,338,0,1
8/28/12,66.9,5.99,140,0,0
12/20/13,46,5.99,164,0,0
4/14/11,52.55,5.99,142,0,0
12/1/2011,60.1,5.99,102,0,0
4/15/13,51.1,5.99,195,0,0
12/22/15,59,5.99,264,0,0
5/17/16,72.05,5.99,184,0,0
8/29/12,69.55,5.99,129,0,0
12/21/13,49,5.99,176,0,0
4/15/11,59,5.99,108,0,0
12/2/2011,59,5.99,103,0,0
5/21/14,57,5.99,155,0,0
1/7/2015,51,5.99,222,0,0
4/16/13,53.55,5.99,185,0,0
2/21/17,55.9,5.99,298,0,0
12/23/15,50.55,5.99,292,0,0
8/30/12,66,5.99,121,0,0
4/16/11,57.2,5.99,143,0,0
12/22/13,48.9,5.99,204,0,0
12/3/2011,54,5.99,135,0,0
4/17/13,58,5.99,136,0,0
4/17/11,57,5.99,194,0,0
8/31/12,57.9,5.99,151,0,0
1/8/2015,52.55,5.99,188,0,0
12/24/15,46,5.99,207,0,0
5/18/16,70.1,5.99,186,0,0
12/23/13,50,5.99,265,0,0
5/22/14,59,5.99,169,0,0
12/4/2011,47.9,5.99,165,0,0
2/22/17,48,5.99,303,0,0
4/18/13,60,5.99,118,0,0
12/25/15,,,,,1
4/18/11,60.8,5.99,134,0,0
9/1/2012,59,5.99,117,0,0
12/24/13,48.45,5.99,162,0,0
12/5/2011,48.45,5.99,138,0,0
4/19/13,60.55,5.99,122,0,0
12/26/15,43.55,5.99,180,0,0
4/19/11,59,5.99,134,0,0
12/25/13,,,,,1
9/2/2012,67,5.99,145,0,0
1/9/2015,53.55,5.99,172,0,0
2/23/17,45.5,5.99,298,0,0
5/19/16,61,5.99,185,0,0
5/23/14,62.1,5.99,144,0,0
12/6/2011,45,5.99,153,0,0
4/20/13,60.55,5.99,160,0,0
9/3/2012,,,,,1
12/27/15,45,5.99,217,0,0
4/20/11,60.1,5.99,119,0,0
12/26/13,48.9,5.99,163,0,0
12/7/2011,45.05,5.99,133,0,0
9/4/2012,59,5.99,176,0,0
4/21/13,67,5.99,235,0,0
12/28/15,43,5.99,247,0,0
5/24/14,61.8,5.99,145,0,0
2/24/17,45,5.99,299,0,0
1/10/2015,50.55,5.99,198,0,0
5/20/16,57,5.99,190,0,0
4/21/11,55.9,5.99,125,0,0
12/27/13,48.45,5.99,173,0,0
12/8/2011,42.1,5.99,127,0,0
9/5/2012,60.1,5.99,162,0,0
4/22/13,67,5.99,195,0,0
12/29/15,42.1,5.99,249,0,0
12/9/2011,46,5.99,119,0,0
4/22/11,54,5.99,152,0,0
12/28/13,45.95,5.99,151,0,0
9/6/2012,60.55,5.99,169,0,0
5/25/14,64.5,5.99,154,0,0
1/11/2015,46.9,5.99,248,0,0
4/23/13,63.5,5.99,167,0,0
2/25/17,49.45,5.99,325,0,0
5/21/16,57.9,5.99,176,0,0
12/30/15,48,5.99,253,0,0
12/10/2011,45,5.99,153,0,0
12/29/13,47.9,5.99,195,0,0
4/23/11,57.45,5.99,166,0,0
4/24/13,55.9,5.99,132,0,0
5/26/14,,,,,1
12/31/15,46,5.99,232,0,0
12/11/2011,48.2,5.99,189,0,0
12/30/13,47.9,5.99,233,0,0
4/25/11,55.9,5.99,143,0,0
1/12/2015,49.45,5.99,237,0,0
1/1/2016,,,,,1
2/26/17,48.9,5.99,371,0,0
5/22/16,55.9,5.99,263,0,0
4/25/13,55.9,5.99,122,0,0
12/12/2011,48,5.99,172,0,0
12/31/13,41,5.99,188,0,0
4/26/11,54,5.99,135,0,0
5/27/14,62.55,5.99,232,0,0
1/2/2016,46.9,5.99,242,0,0
1/1/2014,,,,,1
4/26/13,55.9,5.99,147,0,0
1/13/15,46.9,5.99,171,0,0
12/13/11,46.9,5.99,153,0,0
4/27/11,55.45,5.99,108,0,0
2/27/17,46.9,5.99,382,0,0
5/23/16,60,5.99,214,0,0
4/27/13,54,5.99,132,0,0
1/3/2016,50,5.99,275,0,0
1/2/2014,49.45,5.99,176,0,0
12/14/11,46,5.99,148,0,0
4/28/11,54.05,5.99,97,0,0
5/28/14,62.1,5.99,162,0,0
1/4/2016,54.95,5.99,189,0,0
4/28/13,64,5.99,189,0,0
1/3/2014,50,5.99,199,0,0
1/14/15,48.9,5.99,174,0,0
12/15/11,46.65,5.99,128,0,0
2/28/17,48,5.99,299,0,0
4/29/11,55.2,5.99,130,0,0
5/24/16,58.45,5.99,215,0,0
1/5/2016,53.1,5.99,233,0,0
4/29/13,65.9,5.99,143,0,0
1/4/2014,46.9,5.99,221,0,0
12/16/11,47,5.99,135,0,0
5/29/14,63.5,5.99,139,0,0
4/30/11,60.55,5.99,130,0,0
1/6/2016,50,5.99,218,0,0
1/15/15,52,5.99,163,0,0
4/30/13,64.9,5.99,152,0,0
1/5/2014,48.45,5.99,259,0,0
12/17/11,45.75,5.99,168,0,0
5/1/2011,63.7,5.99,162,0,0
3/1/2017,51.1,5.99,293,0,0
5/25/16,58.45,5.99,171,0,0
5/30/14,55.9,5.99,141,0,0
1/7/2016,48,5.99,228,0,0
1/6/2014,51.55,5.99,197,0,0
5/2/2011,61.55,5.99,148,0,0
5/1/2013,69.55,5.99,164,0,0
12/18/11,50,5.99,218,0,0
1/8/2016,51.1,5.99,193,0,0
1/16/15,52.55,5.99,169,0,0
3/2/2017,53.55,5.99,273,0,0
5/26/16,60,5.99,200,0,0
5/3/2011,62.1,5.99,120,0,0
12/19/11,48.9,5.99,154,0,0
1/7/2014,50,5.99,175,0,0
5/31/14,60.55,5.99,169,0,0
5/2/2013,74.45,5.99,173,0,0
1/9/2016,52,5.99,245,0,0
5/4/2011,70.55,5.99,123,0,0
12/20/11,45.95,5.99,114,0,0
1/8/2014,52,5.99,183,0,0
5/3/2013,70.55,5.99,163,0,0
3/3/2017,51.55,5.99,294,0,0
1/10/2016,51.1,5.99,252,0,0
1/17/15,51.1,5.99,174,0,0
6/1/2014,60.55,5.99,215,0,0
5/27/16,63.5,5.99,222,0,0
1/9/2014,50,5.99,188,0,0
12/21/11,50.55,5.99,156,0,0
5/4/2013,64.9,5.99,149,0,0
1/11/2016,54.05,5.99,177,0,0
12/22/11,50,5.99,177,0,0
5/28/16,71.55,5.99,134,0,0
3/4/2017,53.1,5.99,383,0,0
5/5/2013,60.1,5.99,226,0,0
1/18/15,53.55,5.99,264,0,0
6/2/2014,57.9,5.99,176,0,0
1/12/2016,57.45,5.99,227,0,0
12/23/11,42.55,5.99,236,0,0
5/6/2013,62,5.99,171,0,0
1/13/16,55.9,5.99,184,0,0
3/5/2017,48,5.99,501,0,0
12/24/11,42,5.99,138,0,0
5/29/16,63.05,5.99,204,0,0
1/19/15,54,5.99,214,0,1
6/3/2014,59,5.99,141,0,0
5/7/2013,62.55,5.99,157,0,0
1/14/16,54,5.99,186,0,0
12/25/11,,,,,1
5/30/16,,,,,1
12/26/11,42.1,5.99,127,0,1
1/15/16,54,5.99,195,0,0
5/8/2013,57,5.99,139,0,0
6/4/2014,62.1,5.99,141,0,0
1/20/15,48.2,5.99,216,0,0
3/6/2017,49,5.99,389,0,0
12/27/11,46.9,5.99,143,0,0
1/16/16,57,5.99,253,0,0
5/31/16,70,5.99,192,0,0
5/9/2013,55.4,5.99,217,0,0
1/21/15,48,5.99,177,0,0
3/7/2017,52,5.99,306,0,0
6/5/2014,61.55,5.99,155,0,0
12/28/11,51.1,5.99,116,0,0
12/29/11,51.8,5.99,129,0,0
6/1/2016,66.9,5.99,211,0,0
3/8/2017,55.9,5.99,310,0,0
1/22/15,46.45,5.99,196,0,0
6/6/2014,61,5.99,151,0,0
12/30/11,54,5.99,152,0,0
6/2/2016,66,5.99,167,0,0
12/31/11,49.45,5.99,173,0,0
3/9/2017,59,5.99,286,0,0
1/23/15,54.05,5.99,150,0,0
6/7/2014,63,5.99,164,0,0
1/1/2012,,,,,1
1/2/2012,48.45,5.99,291,0,1
3/10/2017,60.1,5.99,298,0,0
6/3/2016,77,5.99,189,0,0
1/24/15,54.5,5.99,192,0,0
6/8/2014,73.5,5.99,193,0,0
1/3/2012,46.9,5.99,209,0,0
3/11/2017,57.9,5.99,343,0,0
1/4/2012,53.1,5.99,203,0,0
6/4/2016,71.1,5.99,167,0,0
6/9/2014,70,5.99,207,0,0
1/25/15,50.55,5.99,255,0,0
3/12/2017,53.6,5.99,432,0,0
6/5/2016,63,5.99,247,0,0
6/10/2014,64,5.99,190,0,0
1/26/15,54.95,5.99,186,0,0
3/13/17,63.5,5.99,343,0,0
6/6/2016,61,5.99,215,0,0
1/27/15,61,5.99,162,0,0
6/11/2014,63,5.99,155,0,0
3/14/17,62.55,5.99,258,0,0
6/7/2016,62.1,5.99,191,0,0
1/28/15,53.55,5.99,132,0,0
6/12/2014,62.1,5.99,162,0,0
3/15/17,59,5.99,294,0,0
6/8/2016,62.1,5.99,197,0,0
1/29/15,49.45,5.99,145,0,0
6/13/14,61.1,5.99,127,0,0
3/16/17,57.9,5.99,246,0,0
6/9/2016,62.1,5.99,227,0,0
6/14/14,63.95,5.99,152,0,0
1/30/15,51.1,5.99,169,0,0
3/17/17,61.55,5.99,278,0,0
6/10/2016,63.05,5.99,264,0,0
6/15/14,62.1,5.99,163,0,0
1/31/15,56.9,5.99,212,0,0
3/18/17,57.9,5.99,279,0,0
2/1/2015,53.55,5.99,175,0,0
6/11/2016,70.55,5.99,246,0,0
6/16/14,59.55,5.99,185,0,0
3/19/17,57,5.99,395,0,0
6/17/14,63,5.99,171,0,0
2/2/2015,55.9,5.99,219,0,0
6/12/2016,67.45,5.99,276,0,0
3/20/17,59,5.99,345,0,0
2/3/2015,56.45,5.99,176,0,0
6/18/14,69,5.99,118,0,0
6/13/16,63,5.99,238,0,0
3/21/17,60.1,5.99,294,0,0
6/19/14,62.1,5.99,145,0,0
2/4/2015,54,5.99,191,0,0
6/14/16,60.55,5.99,213,0,0
3/22/17,54,5.99,254,0,0
2/5/2015,57,5.99,176,0,0
6/20/14,67.45,5.99,146,0,0
6/15/16,61,5.99,174,0,0
3/23/17,53.1,4.987765363,895,1,0
6/21/14,61.1,5.99,178,0,0
2/6/2015,60.8,5.99,166,0,0
6/16/16,65.45,5.99,183,0,0
3/24/17,55,4.988487141,661,1,0
2/7/2015,63,5.99,254,0,0
6/22/14,59.55,5.99,191,0,0
3/25/17,54,4.988859749,877,1,0
6/17/16,65.45,5.99,168,0,0
2/8/2015,61,5.99,261,0,0
6/23/14,61,5.99,203,0,0
6/18/16,67.45,5.99,198,0,0
3/26/17,55.45,4.988890122,901,1,0
2/9/2015,57.1,5.99,247,0,0
6/24/14,66.45,5.99,171,0,0
3/27/17,54,4.99,793,1,0
6/19/16,70.55,5.99,179,0,0
2/10/2015,51.1,5.99,224,0,0
6/25/14,64,5.99,171,0,0
6/20/16,68,5.99,272,0,0
3/28/17,58.45,4.99,628,1,0
2/11/2015,57.9,5.99,191,0,0
6/26/14,63,5.99,137,0,0
